date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,flat_wear_rs,prana_wear_rs,elec_saving_rs,alt_extra_rs,wear_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-05-19,17378475.356111765,16881688.232944183,496787.12316758186,17378475.356111765,16758161.563549183,0.0,0.0,0.0,123526.66939499999,620313.7925625816,0.0,123526.66939499999,1895.9615760000006,1901.0469157500002,78.998399,85.0,-132688.45748299314,9900.42,4911.486458333334,1.390817642211914
2026-05-20,18732268.4565534,18303390.033790883,428878.4227625169,18732268.4565534,18196084.95587588,0.0,0.0,0.0,107305.077915,536183.5006775185,0.0,107305.077915,1895.9615760000006,1899.6534847499997,78.998399,85.0,-132688.45748299314,9900.98,5541.4490625,0.762505292892456
2026-05-21,20835752.870306104,20531954.72295683,303798.14734927565,20835752.870306104,20437053.732951827,0.0,0.0,0.0,94900.99000500001,398699.1373542771,0.0,94900.99000500001,1895.9615760000006,1898.5274924999999,78.998399,85.0,-132688.45748299314,8987.91,6520.266666666666,0.9746894836425781
2026-05-22,20624520.180324465,20299261.645429287,325258.53489517793,20624520.180324465,20206349.859409288,0.0,0.0,0.0,92911.78602000001,418170.32091517746,0.0,92911.78602000001,1895.9615760000006,1898.3379309999998,78.998399,85.0,-132688.45748299314,9970.86,6421.9734375,0.9401199817657471
2026-05-23,19930640.55451192,19573314.268092223,357326.2864196971,19930640.55451192,19470285.44412472,0.0,0.0,0.0,103028.8239675,460355.1103871986,0.0,103028.8239675,1895.9615760000006,1898.9808067499998,78.998399,85.0,-132688.45748299314,9970.56,6099.089375,1.3651278018951416
2026-05-24,16002896.488570515,15413405.042735692,589491.445834823,16002896.488570515,15284758.296223192,0.0,0.0,0.0,128646.74651249999,718138.1923473235,0.0,128646.74651249999,1895.9615760000006,1901.4226212500002,78.998399,85.0,-132688.45748299314,9949.5,4271.38625,0.9746410846710205
2026-05-25,20618993.878371254,20311513.502254948,307480.3761163056,20618993.878371254,20222119.818589948,0.0,0.0,0.0,89393.68366499999,396874.0597813055,0.0,89393.68366499999,1895.9615760000006,1898.7172887499999,78.998399,85.0,-132688.45748299314,7999.13,6419.4018750000005,1.3320465087890625
2026-05-26,20508506.566177018,20193985.244680915,314521.32149610296,20508506.566177018,20094738.373105913,0.0,0.0,0.0,99246.871575,413768.1930711046,0.0,99246.871575,1895.9615760000006,1898.9101012499998,78.998399,85.0,-132688.45748299314,7900.33,6367.988645833334,1.2298870086669922
2026-05-27,17936778.925949633,17465551.546984512,471227.37896512076,17936778.925949633,17347017.68313451,0.0,0.0,0.0,118533.86385000001,589761.242815122,0.0,118533.86385000001,1895.9615760000006,1900.3366810000002,78.998399,85.0,-132688.45748299314,9970.56,5171.282708333333,1.040783166885376
2026-05-28,16300713.057811422,15893969.197975615,406743.85983580723,16300713.057811422,15814057.28391289,0.0,0.0,0.0,79911.91406272531,486655.7738985326,0.0,79911.91406272531,1895.9615760000006,1901.4034225000003,78.998399,83.979129,-110118.18027210888,9900.56,4409.9696875,0.9983875751495361
2026-05-29,11298213.734284932,11244975.646696128,53238.08758880384,11298213.734284932,11226614.686696127,0.0,0.0,0.0,18360.96,71599.04758880474,0.0,18360.96,1895.9615760000006,1898.4668009999998,78.998399,82.884367,-85914.25850340119,4999.13,2082.1490625,1.6440799236297607
2026-05-30,10902144.185925847,10885275.332599925,16868.853325922042,10902144.185925847,10875099.716599924,0.0,0.0,0.0,10175.615999999989,27044.46932592243,0.0,10175.615999999989,1895.9615760000006,1896.95278175,78.998399,82.884367,-85914.25850340119,3744.87,1897.8454166666668,0.9786934852600098
2026-05-31,12780156.733574187,12539655.540878823,240501.19269536436,12780156.733574187,12527391.540878823,0.0,0.0,0.0,12263.999999999998,252765.19269536436,0.0,12263.999999999998,1895.9615760000006,1900.6937154999998,78.998399,82.884367,-85914.25850340119,9970.5,2771.7438541666666,0.7790007591247559
