date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,elec_saving_rs,alt_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-05-27,10332632.126367828,10188755.150661279,143876.97570654936,10332632.126367828,10188755.150661279,0.0,0.0,143876.97570654936,0.0,1102.090512,1102.777315,45.920438,47.459088,-30877.670068027335,9970.56,5171.282708333333,0.3960390090942383
2026-05-28,9381614.609395655,9346859.22472606,34755.38466959447,9381614.609395655,9346859.22472606,0.0,0.0,34755.38466959447,0.0,1102.090512,1103.09649375,45.920438,47.459088,-30877.670068027335,9900.56,4409.9696875,0.5270154476165771
2026-05-29,6473746.058400843,6453235.535549345,20510.522851497866,6473746.058400843,6453235.535549345,0.0,0.0,20510.522851497866,0.0,1102.090512,1102.8831412499999,45.920438,47.459088,-30877.670068027335,4999.13,2082.1490625,0.5759932994842529
2026-05-30,6243517.504792922,6237290.781287147,6226.723505775444,6243517.504792922,6237290.781287147,0.0,0.0,6226.723505775444,0.0,1102.090512,1103.370972,45.920438,47.459088,-30877.670068027335,3744.87,1897.8454166666668,0.4095609188079834
2026-05-31,7335174.549102234,7268407.5497491835,66766.99935305025,7335174.549102234,7268407.5497491835,0.0,0.0,66766.99935305025,0.0,1102.090512,1103.18453475,45.920438,47.459088,-30877.670068027335,9970.5,2771.7438541666666,0.5690321922302246
2026-06-01,9318438.337494219,9218272.872334503,100165.46515971608,9318438.337494219,9218272.872334503,0.0,0.0,100165.46515971608,0.0,1102.090512,1103.3145285,45.920438,47.459088,-30877.670068027335,9000.04,4359.395520833333,0.9339630603790283
2026-06-02,10070168.725561371,9933916.02517378,136252.7003875915,10070168.725561371,9933916.02517378,0.0,0.0,136252.7003875915,0.0,1102.090512,1103.14155475,45.920438,47.459088,-30877.670068027335,9487.84,4961.174270833333,0.6924891471862793
2026-06-03,11041523.164248096,10918440.416372973,123082.74787512235,11041523.164248096,10918440.416372973,0.0,0.0,123082.74787512235,0.0,1102.090512,1103.0926709999999,45.920438,47.459088,-30877.670068027335,9078.86,5738.767499999999,0.6538078784942627
2026-06-04,8649762.45951216,8600165.434138564,49597.025373594835,8649762.45951216,8600165.434138564,0.0,0.0,49597.025373594835,0.0,1102.090512,1102.831153,45.920438,47.459088,-30877.670068027335,9990.02,3824.1039583333336,0.5769655704498291
2026-06-05,8200396.905626835,8086487.758423722,113909.14720311295,8200396.905626835,8086487.758423722,0.0,0.0,113909.14720311295,0.0,1102.090512,1102.8028455,45.920438,47.459088,-30877.670068027335,9999.25,3464.3757291666666,0.5974276065826416
2026-06-06,8701899.87789301,8635602.551579917,66297.3263130933,8701899.87789301,8635602.551579917,0.0,0.0,66297.3263130933,0.0,1102.090512,1103.2881737500002,45.920438,47.459088,-30877.670068027335,9600.62,3865.84125,0.6159346103668213
2026-06-07,7586568.1271170825,7530665.060564112,55903.06655297056,7586568.1271170825,7530665.060564112,0.0,0.0,55903.06655297056,0.0,1102.090512,1103.1495304999999,45.920438,47.459088,-30877.670068027335,9976.82,2972.990625,0.5473659038543701
2026-06-08,8623323.55042233,8481323.328286212,142000.22213611752,8623323.55042233,8481323.328286212,0.0,0.0,142000.22213611752,0.0,1102.090512,1103.1692242500003,45.920438,47.459088,-30877.670068027335,9600.38,3802.9389583333336,0.559246301651001
2026-06-09,8639020.937017985,8553895.75828675,85125.17873123474,8639020.937017985,8553895.75828675,0.0,0.0,85125.17873123474,0.0,1102.090512,1103.2882465,45.920438,47.459088,-30877.670068027335,9900.36,3815.5051041666666,0.7293086051940918
2026-06-10,8544474.875538837,8452207.406129353,92267.46940948442,8544474.875538837,8452207.406129353,0.0,0.0,92267.46940948442,0.0,1102.090512,1103.1606742499998,45.920438,47.459088,-30877.670068027335,9399.21,3739.818645833333,0.3972659111022949
2026-06-11,6486956.144090658,6522089.880209572,-35133.73611891363,6486956.144090658,6522089.880209572,0.0,0.0,-35133.73611891363,0.0,1102.090512,1103.2286557500001,45.920438,47.459088,-30877.670068027335,4976.41,2092.7240625,0.4897587299346924
2026-06-12,6978928.648507212,6921589.8039322505,57338.84457496181,6978928.648507212,6921589.8039322505,0.0,0.0,57338.84457496181,0.0,1102.090512,1103.2796125,45.920438,47.459088,-30877.670068027335,9974.67,2486.5602083333333,0.6051070690155029
2026-06-13,6831703.726896275,6807968.326499155,23735.400397120044,6831703.726896275,6807968.326499155,0.0,0.0,23735.400397120044,0.0,1102.090512,1103.26807475,45.920438,47.459088,-30877.670068027335,5100.13,2368.703020833333,0.7251687049865723
2026-06-14,6658113.936175387,6639890.761573728,18223.17460165918,6658113.936175387,6639890.761573728,0.0,0.0,18223.17460165918,0.0,1102.090512,1103.19141175,45.920438,47.459088,-30877.670068027335,4099.72,2229.7401041666667,0.631920337677002
2026-06-15,7853411.467682395,7739027.238681896,114384.22900049947,7853411.467682395,7739027.238681896,0.0,0.0,114384.22900049947,0.0,1102.090512,1103.286028,45.920438,47.459088,-30877.670068027335,9600.42,3186.6053125,0.4968421459197998
2026-06-16,9498697.71206181,9360641.663645763,138056.04841604643,9498697.71206181,9360641.663645763,0.0,0.0,138056.04841604643,0.0,1102.090512,1103.23379625,45.920438,47.459088,-30877.670068027335,9600.62,4503.697604166667,0.5070602893829346
2026-06-17,10820211.4184808,10696371.635250334,123839.78323046677,10820211.4184808,10696371.635250334,0.0,0.0,123839.78323046677,0.0,1102.090512,1103.31207825,45.920438,47.459088,-30877.670068027335,7599.46,5561.601979166666,0.5577547550201416
2026-06-18,12038817.230121655,11944722.68762932,94094.54249233566,12038817.230121655,11944722.68762932,0.0,0.0,94094.54249233566,0.0,1102.090512,1102.9209075,45.920438,47.459088,-30877.670068027335,7950.57,6537.126041666666,0.7751901149749756
2026-06-19,11170260.992534615,11051604.459687594,118656.53284702078,11170260.992534615,11051604.459687594,0.0,0.0,118656.53284702078,0.0,1102.090512,1102.77117825,45.920438,47.459088,-30877.670068027335,9600.74,5841.8253125,0.9180209636688232
2026-06-20,11814673.097285701,11714494.868328393,100178.22895730846,11814673.097285701,11714494.868328393,0.0,0.0,100178.22895730846,0.0,1102.090512,1102.82231325,45.920438,47.459088,-30877.670068027335,9269.75,6357.693125000001,0.7341585159301758
2026-06-21,9591581.842744756,9485212.197703425,106369.64504133165,9591581.842744756,9485212.197703425,0.0,0.0,106369.64504133165,0.0,1102.090512,1102.7816975,45.920438,47.459088,-30877.670068027335,9600.48,4578.053645833334,0.4764547348022461
2026-06-22,9064967.215861132,8962951.65070188,102015.56515925191,9064967.215861132,8962951.65070188,0.0,0.0,102015.56515925191,0.0,1102.090512,1103.0278442499998,45.920438,47.459088,-30877.670068027335,9600.03,4156.485625,0.5577619075775146
2026-06-23,8602955.789559742,8494048.904863928,108906.88469581492,8602955.789559742,8494048.904863928,0.0,0.0,108906.88469581492,0.0,1102.090512,1103.1906835,45.920438,47.459088,-30877.670068027335,9600.88,3786.6340625,0.5749406814575195
2026-06-24,9327967.634236952,9195134.003911246,132833.63032570668,9327967.634236952,9195134.003911246,0.0,0.0,132833.63032570668,0.0,1102.090512,1103.2307862500002,45.920438,47.459088,-30877.670068027335,9229.71,4367.023958333333,0.5718686580657959
2026-06-25,9757641.806548653,9601700.694265164,155941.11228348874,9757641.806548653,9601700.694265164,0.0,0.0,155941.11228348874,0.0,1102.090512,1103.2915507500002,45.920438,47.459088,-30877.670068027335,9600.61,4710.98875,0.6668856143951416
2026-06-26,11569534.401156431,11464412.589379206,105121.81177722476,11569534.401156431,11464412.589379206,0.0,0.0,105121.81177722476,0.0,1102.090512,1103.284036,45.920438,47.459088,-30877.670068027335,9000.32,6161.453541666667,0.8883132934570312
2026-06-27,12620043.694116207,12534546.478109863,85497.21600634418,12620043.694116207,12534546.478109863,0.0,0.0,85497.21600634418,0.0,1102.090512,1102.7394000000002,45.920438,47.459088,-30877.670068027335,8522.18,7002.412187500001,0.5135509967803955
2026-06-28,10710769.26776295,10564318.91391338,146450.35384956934,10710769.26776295,10564318.91391338,0.0,0.0,146450.35384956934,0.0,1102.090512,1102.6269132500001,45.920438,47.459088,-30877.670068027335,9990.09,5473.990833333333,0.4561617374420166
2026-06-29,9238500.142836487,9077400.784712765,161099.35812372155,9238500.142836487,9077400.784712765,0.0,0.0,161099.35812372155,0.0,1102.090512,1102.9405792500002,45.920438,47.459088,-30877.670068027335,9976.71,4295.403020833333,0.4219083786010742
